;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;BIER;MFG;BGE;LMP;GAZA;KPÖ;KEINE;
G61762;Ilztal;1820;1459;16;1443;443;167;574;83;87;33;8;;5;0;32;11;
G61763;Passail;3591;2911;25;2886;1078;528;865;116;180;49;8;;6;2;41;13;
G61764;Pischelsdorf am Kulm;3130;2388;33;2355;673;285;946;148;147;58;13;;18;0;50;17;
G61765;Sankt Ruprecht an der Raab;4345;3324;38;3286;864;398;1283;233;257;76;27;;30;1;87;30;
G61766;Weiz;8801;6384;59;6325;1445;1622;1690;585;554;151;20;;44;11;173;30;
G61799;Wahlkarten - Weiz;0;1448;12;1436;378;292;334;136;157;50;9;;18;4;45;13;
G62000;Murtal;55956;43243;341;42902;10976;9739;14847;1731;2893;815;169;;155;18;1327;232;
G62007;Fohnsdorf;6211;4437;26;4411;909;1098;1593;157;303;94;18;;13;3;202;21;
G62008;Gaal;1064;875;11;864;353;123;251;34;66;12;1;;3;0;18;3;
G62010;Hohentauern;325;285;5;280;83;77;87;13;13;5;1;;0;0;1;0;
G62014;Kobenz;1724;1342;12;1330;448;242;368;72;130;30;3;;5;0;27;5;
G62021;Pusterwald;350;303;5;298;145;40;84;12;10;0;0;;0;0;7;0;
G62026;Sankt Georgen ob Judenburg;703;588;6;582;221;98;155;31;48;6;3;;3;0;14;3;
G62032;Sankt Peter ob Judenburg;924;734;4;730;301;115;205;27;49;9;3;;1;0;15;5;
G62034;Seckau;1062;861;3;858;362;112;245;45;60;6;5;;6;0;14;3;
G62036;Unzmarkt-Frauenburg;1057;824;5;819;228;180;287;31;44;17;3;;6;0;18;5;
G62038;Zeltweg;5280;3802;31;3771;639;999;1514;126;213;69;15;;9;5;155;27;
G62039;Lobmingtal;1498;1221;6;1215;382;243;402;52;83;16;2;;2;0;30;3;
G62040;Judenburg;7506;5333;40;5293;1142;1367;1865;223;317;112;16;;26;2;192;31;
G62041;Knittelfeld;8420;5731;43;5688;993;1587;2139;246;290;87;22;;14;3;275;32;
G62042;Obdach;3146;2432;20;2412;847;377;810;84;171;62;12;;3;0;39;7;
G62043;Pöls-Oberkurzheim;2374;1896;16;1880;438;520;634;56;131;42;8;;2;1;31;17;
G62044;Pölstal;2103;1671;20;1651;504;290;579;63;139;29;4;;5;0;29;9;
G62045;Sankt Marein-Feistritz;1657;1389;6;1383;441;226;491;56;106;24;6;;11;0;16;6;
G62046;Sankt Margarethen bei Knittelfeld;2204;1798;15;1783;593;364;531;61;128;41;2;;9;0;42;12;
G62047;Spielberg;4374;3418;28;3390;706;870;1276;142;202;58;12;;12;0;98;14;
G62048;Weißkirchen in Steiermark;3974;3173;23;3150;975;543;1050;140;258;61;18;;12;1;75;17;
G62099;Wahlkarten - Murtal;0;1130;16;1114;266;268;281;60;132;35;15;;13;3;29;12;
G62100;Bruck-Mürzzuschlag;75730;58729;513;58216;13352;14889;19224;2791;4132;1267;212;;238;36;1706;369;
G62105;Breitenau am Hochlantsch;1264;1016;10;1006;303;270;304;22;58;17;7;;3;0;17;5;
G62115;Krieglach;4457;3562;34;3528;886;751;1193;190;263;68;18;;19;0;120;20;
G62116;Langenwang;3288;2596;32;2564;709;469;886;132;192;65;12;;12;0;69;18;
G62125;Pernegg an der Mur;2043;1653;20;1633;351;445;540;92;108;39;5;;9;2;33;9;
G62128;Sankt Lorenzen im Mürztal;2983;2374;18;2356;599;476;812;110;234;46;12;;11;1;43;12;
G62131;Spital am Semmering;1194;994;6;988;259;230;347;34;63;27;1;;0;0;21;6;
G62132;Stanz im Mürztal;1482;1191;10;1181;326;274;396;54;67;23;8;;7;1;20;5;
G62135;Turnau;1234;1018;7;1011;262;246;368;37;53;14;4;;7;0;13;7;
G62138;Aflenz;2025;1583;9;1574;498;311;419;121;139;32;10;;4;0;30;10;
G62139;Bruck an der Mur;12132;8852;78;8774;1887;2304;2765;528;708;172;28;;42;7;283;50;
G62140;Kapfenberg;15311;10388;65;10323;1881;3026;3625;425;656;224;32;;36;14;346;58;
G62141;Kindberg;6646;5221;50;5171;1191;1464;1620;228;325;114;15;;23;1;146;44;
G62142;Mariazell;2852;2301;29;2272;684;478;760;98;141;37;7;;6;0;45;16;
G62143;Mürzzuschlag;6143;4589;40;4549;872;1286;1381;259;320;126;12;;28;4;234;27;
G62144;Neuberg an der Mürz;1941;1581;13;1568;449;342;520;82;110;35;2;;4;0;18;6;
G62145;Sankt Barbara im Mürztal;5267;4110;27;4083;901;1135;1420;125;254;75;17;;10;2;118;26;
G62146;Sankt Marein im Mürztal;2178;1693;19;1674;341;380;655;71;107;41;8;;4;2;52;13;
G62147;Thörl;1818;1368;17;1351;290;397;449;44;83;38;5;;2;1;32;10;
G62148;Tragöß-Sankt Katharein;1472;1209;12;1197;395;263;368;31;88;23;3;;3;0;14;9;
G62199;Wahlkarten - Bruck-Mürzzuschlag;0;1430;17;1413;268;342;396;108;163;51;6;;8;1;52;18;
G62200;Hartberg-Fürstenfeld;73910;59727;553;59174;20850;7189;21241;3257;3761;1135;209;;274;15;942;301;
G62202;Bad Blumau;1345;1036;11;1025;354;89;385;68;71;20;2;;7;0;22;7;
G62205;Buch-St. Magdalena;1829;1480;5;1475;543;138;558;61;84;44;3;;11;0;24;9;
G62206;Burgau;863;670;7;663;208;100;212;53;53;9;3;;4;0;13;8;
G62209;Ebersdorf;1089;914;6;908;301;68;426;34;40;17;2;;3;0;15;2;
G62211;Friedberg;2158;1728;15;1713;467;336;645;87;90;34;8;;14;0;22;10;
G62214;Greinbach;1510;1201;10;1191;417;96;495;56;80;19;1;;4;0;17;6;
G62216;Großsteinbach;1052;891;6;885;356;64;306;60;63;17;3;;7;0;6;3;
G62219;Hartberg;5247;3842;34;3808;1353;418;1120;398;334;75;17;;14;3;62;14;
G62220;Hartberg Umgebung;1747;1447;10;1437;636;105;457;109;91;15;4;;4;0;12;4;
G62226;Lafnitz;1115;927;7;920;275;183;324;48;52;15;2;;5;0;12;4;
G62232;Ottendorf an der Rittschein;1315;1016;8;1008;305;103;432;56;50;28;3;;2;0;16;13;
G62233;Pinggau;2499;1982;21;1961;646;232;789;64;133;43;7;;8;1;27;11;
G62235;Pöllauberg;1666;1412;11;1401;560;125;535;52;82;24;4;;5;0;9;5;
G62242;Sankt Jakob im Walde;823;673;8;665;300;66;212;16;45;12;3;;1;0;7;3;
G62244;Sankt Johann in der Haide;1897;1452;22;1430;382;234;573;96;69;34;6;;6;0;26;4;
G62245;Sankt Lorenzen am Wechsel;1204;970;17;953;386;100;324;32;56;26;5;;4;0;16;4;
G62247;Schäffern;1085;937;7;930;452;64;318;15;42;12;5;;3;0;16;3;
G62252;Söchau;1193;946;12;934;330;118;330;55;56;15;6;;3;1;14;6;
G62256;Stubenberg;1849;1409;13;1396;531;175;443;83;90;25;6;;8;0;28;7;
G62262;Wenigzell;1138;955;9;946;508;79;242;44;40;16;1;;1;1;8;6;
G62264;Bad Waltersdorf;3189;2511;20;2491;824;243;1001;141;160;55;3;;10;2;32;20;
G62265;Dechantskirchen;1673;1354;17;1337;431;217;456;67;98;30;5;;7;0;22;4;
G62266;Feistritztal;1948;1563;19;1544;496;196;626;71;72;24;7;;9;1;28;14;
G62267;Fürstenfeld;6913;5124;32;5092;1723;729;1595;367;388;84;14;;35;1;131;25;
G62268;Grafendorf bei Hartberg;2693;2172;20;2152;802;219;809;97;130;42;8;;8;0;24;13;
G62269;Großwilfersdorf;1705;1347;11;1336;466;149;450;99;107;26;5;;6;1;24;3;
G62270;Hartl;1760;1480;22;1458;498;123;675;42;67;25;4;;9;0;11;4;
G62271;Ilz;3122;2488;23;2465;780;237;967;152;172;54;15;;15;0;62;11;
G62272;Kaindorf;2403;1840;20;1820;638;206;689;91;108;25;9;;11;0;32;11;
G62273;Bad Loipersdorf;1516;1207;17;1190;432;102;474;48;66;23;4;;8;1;20;12;
G62274;Neudau;1004;747;8;739;171;199;262;29;38;17;5;;2;0;15;1;
G62275;Pöllau;4983;3963;35;3928;1351;605;1397;160;256;84;8;;13;0;37;17;
G62276;Rohr bei Hartberg;1163;911;5;906;268;163;333;49;44;17;4;;3;0;20;5;
G62277;Rohrbach an der Lafnitz;2174;1767;13;1754;528;331;639;72;104;39;7;;4;2;21;7;
G62278;Vorau;3840;3115;27;3088;1300;271;1145;136;137;40;9;;9;1;28;12;
G62279;Waldbach-Mönichwald;1200;974;7;967;460;102;277;42;49;12;7;;2;0;14;2;
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;1276;18;1258;372;204;320;107;144;38;4;;9;0;49;11;
G62300;Südoststeiermark;67975;53973;493;53480;19524;6042;19438;2656;3181;963;226;;181;43;957;269;
G62311;Edelsbach bei Feldbach;1133;929;13;916;352;120;281;52;63;17;6;;1;1;18;5;
G62314;Eichkögl;1103;860;4;856;225;89;394;54;45;9;2;;7;0;23;8;
G62326;Halbenrain;1434;1100;9;1091;450;90;402;45;44;27;4;;2;2;18;7;
G62330;Jagerberg;1360;1109;10;1099;440;72;451;30;55;20;9;;1;1;13;7;
G62332;Kapfenstein;1243;986;4;982;401;86;352;32;63;19;1;;5;0;18;5;
G62335;Klöch;1001;803;7;796;413;74;194;42;43;12;3;;0;0;14;1;
G62343;Mettersdorf am Saßbach;1100;843;2;841;305;94;316;37;56;14;3;;1;1;9;5;
G62368;Tieschen;1014;788;13;775;261;144;259;35;51;12;1;;2;0;7;3;
G62372;Unterlamm;1063;831;6;825;318;57;370;11;30;17;2;;5;0;15;0;
G62375;Bad Gleichenberg;4165;3074;31;3043;1046;390;1097;162;200;45;13;;12;2;58;18;
G62376;Bad Radkersburg;2507;1779;17;1762;603;273;495;148;165;22;1;;5;2;41;7;
G62377;Deutsch Goritz;1472;1184;11;1173;483;144;374;63;54;22;3;;4;1;20;5;
G62378;Fehring;5901;4428;37;4391;1559;590;1543;262;239;74;8;;10;3;88;15;
G62379;Feldbach;10136;7691;61;7630;2618;1030;2581;430;511;163;34;;33;14;170;46;
G62380;Gnas;5004;3931;36;3895;1590;299;1477;141;193;72;39;;10;4;55;15;
G62381;Kirchbach-Zerlach;2647;2143;17;2126;827;179;777;85;145;38;9;;8;1;42;15;
G62382;Kirchberg an der Raab;3750;2981;27;2954;854;387;1265;143;166;46;12;;12;0;55;14;
G62383;Mureck;2761;2068;21;2047;678;229;775;117;131;37;5;;4;4;56;11;
G62384;Paldau;2532;2019;20;1999;678;217;876;60;93;30;9;;7;0;20;9;
G62385;Pirching am Traubenberg;2091;1715;12;1703;662;140;673;64;79;31;8;;8;1;22;15;
G62386;Riegersburg;4072;3145;35;3110;1218;351;1063;161;161;63;9;;10;0;63;11;
G62387;Sankt Anna am Aigen;1995;1559;13;1546;664;117;554;64;75;36;5;;7;1;17;6;
G62388;Sankt Peter am Ottersbach;2439;1912;23;1889;667;231;763;68;90;28;9;;5;2;21;5;
G62389;Sankt Stefan im Rosental;3171;2582;24;2558;931;257;1002;107;156;45;8;;11;0;29;12;
G62390;Straden;2881;2296;25;2271;928;216;750;131;142;37;10;;5;2;40;10;
G62399;Wahlkarten - Südoststeiermark;0;1217;15;1202;353;166;354;112;131;27;13;;6;1;25;14;
G70000;Tirol;539833;401307;2553;398754;123612;61270;114510;32414;42284;8798;1995;;2173;1534;8094;2070;
G70099;Wahlkarten - Tirol;0;9;9;0;0;0;0;0;0;0;0;;0;0;0;0;
G7A000;Innsbruck;81342;58592;287;58305;12054;13439;12828;8649;6834;929;181;;336;555;2272;228;
G7A099;Wahlkarten - Innsbruck;0;306;1;305;52;68;39;69;44;5;1;;7;2;17;1;
G7B000;Innsbruck-Land;195140;146975;929;146046;43077;23198;43130;11592;16323;2999;711;;916;552;2822;726;
G7B099;Wahlkarten - Innsbruck-Land;0;340;1;339;59;73;64;55;55;9;3;;3;0;14;4;
G7C000;Unterland;122654;91583;513;91070;30381;11963;28261;6112;9046;2124;633;;403;210;1448;489;
G7C099;Wahlkarten - Unterland;0;207;0;207;35;34;39;30;48;6;1;;0;1;13;0;
G7D000;Oberland;101447;74573;533;74040;26522;9561;21501;4336;7642;1927;370;;409;187;1141;444;
G7D099;Wahlkarten - Oberland;0;137;0;137;20;30;31;18;18;6;3;;0;0;10;1;
G7E000;Osttirol;39250;29575;282;29293;11578;3109;8790;1725;2439;819;100;;109;30;411;183;
G7E099;Wahlkarten - Osttirol;0;84;0;84;18;17;18;11;13;1;0;;1;0;5;0;
G70100;Innsbruck Stadt;81342;58286;286;58000;12002;13371;12789;8580;6790;924;180;;329;553;2255;227;
G70101;Innsbruck;81342;56781;284;56497;11759;12995;12595;8296;6533;885;177;;322;543;2172;220;
G70199;Wahlkarten - Innsbruck Stadt;0;1505;2;1503;243;376;194;284;257;39;3;;7;10;83;7;
G70200;Imst;45629;33086;249;32837;10644;4249;10471;2025;3487;809;175;;190;62;542;183;
G70201;Arzl im Pitztal;2406;1701;14;1687;516;218;601;96;153;45;13;;8;1;29;7;
G70202;Haiming;3675;2499;10;2489;630;386;829;212;266;69;11;;15;2;48;21;
G70203;Imst;7595;5093;25;5068;1380;809;1566;410;579;126;23;;39;24;90;22;
G70204;Imsterberg;644;469;8;461;170;63;155;16;35;8;0;;4;6;4;0;
G70205;Jerzens;691;499;8;491;206;51;186;13;22;3;0;;0;0;6;4;
G70206;Karres;522;390;4;386;136;38;159;6;32;8;0;;0;1;1;5;
G70207;Karrösten;569;425;5;420;139;68;126;23;38;5;1;;3;0;9;8;
G70208;Längenfeld;3468;2386;19;2367;1062;193;660;100;246;55;16;;8;2;18;7;
G70209;Mieming;2940;2236;26;2210;665;264;623;185;296;67;25;;27;1;43;14;
G70210;Mils bei Imst;493;412;1;411;145;57;108;28;42;14;2;;6;0;4;5;
G70211;Mötz;987;690;11;679;200;91;173;66;92;27;3;;2;4;17;4;
G70212;Nassereith;1753;1208;7;1201;354;152;444;69;103;36;5;;5;4;24;5;
G70213;Obsteig;1030;768;9;759;216;116;206;76;99;11;3;;8;0;19;5;
G70214;Oetz;1760;1216;10;1206;481;138;294;87;155;16;6;;6;0;18;5;
G70215;Rietz;1929;1404;8;1396;341;255;527;67;128;28;5;;5;0;32;8;
G70216;Roppen;1423;996;9;987;328;171;276;51;97;26;2;;8;1;23;4;
G70217;St. Leonhard im Pitztal;1069;748;7;741;328;43;275;13;61;11;5;;2;0;3;0;
G70218;Sautens;1136;781;3;778;283;113;243;32;69;20;6;;2;1;4;5;
G70219;Silz;1972;1394;8;1386;387;243;402;106;154;36;10;;14;3;23;8;
G70220;Sölden;2106;1480;9;1471;706;74;364;55;208;29;5;;2;0;21;7;
G70221;Stams;1167;851;7;844;242;120;291;72;84;15;2;;2;0;13;3;
G70222;Tarrenz;2125;1511;11;1500;361;170;637;66;166;41;11;;4;5;28;11;
G70223;Umhausen;2494;1735;22;1713;689;120;626;46;148;44;6;;8;2;17;7;
G70224;Wenns;1675;1137;7;1130;402;94;450;47;75;26;10;;5;2;13;6;
G70299;Wahlkarten - Imst;0;1057;1;1056;277;202;250;83;139;43;5;;7;3;35;12;
G70300;Innsbruck-Land;133627;101154;629;100525;28339;17172;27670;9042;12163;2064;511;;700;291;2063;510;
G70301;Absam;5642;4296;23;4273;1105;744;1089;472;566;92;32;;43;17;88;25;
G70302;Aldrans;1979;1570;13;1557;473;205;308;232;256;30;1;;14;3;27;8;
G70303;Ampass;1315;999;6;993;234;150;329;86;136;21;3;;5;5;20;4;
G70304;Axams;4776;3576;17;3559;923;666;978;387;416;72;19;;25;2;61;10;
G70305;Baumkirchen;968;729;5;724;238;92;192;60;81;20;4;;9;1;19;8;
G70306;Birgitz;1125;862;4;858;239;139;204;97;136;15;5;;2;1;18;2;
G70307;Ellbögen;919;748;3;745;274;91;217;50;74;18;1;;5;0;10;5;
G70308;Flaurling;972;742;5;737;216;157;173;55;90;19;4;;6;0;12;5;
G70309;Fritzens;1648;1288;10;1278;343;217;391;93;149;36;5;;9;1;26;8;
G70310;Fulpmes;3118;2154;13;2141;652;314;648;162;248;40;12;;11;13;34;7;
G70311;Gnadenwald;659;527;0;527;180;59;117;50;97;10;2;;1;1;4;6;
G70312;Götzens;3125;2353;14;2339;674;389;598;232;354;32;7;;18;0;23;12;
G70313;Gries am Brenner;995;740;6;734;210;76;313;35;65;11;1;;11;0;11;1;
G70314;Gries im Sellrain;498;373;2;371;142;80;78;19;44;2;1;;1;0;3;1;
G70315;Grinzens;1109;820;7;813;223;145;235;72;86;23;0;;5;0;17;7;
G70317;Gschnitz;352;260;2;258;89;23;105;4;22;5;2;;1;0;6;1;
G70318;Hatting;1125;896;4;892;241;177;222;78;115;24;4;;7;1;15;8;
G70319;Inzing;3008;2311;16;2295;637;451;507;234;297;59;19;;26;0;53;12;
G70320;Kematen in Tirol;2379;1815;5;1810;504;314;440;192;249;52;10;;16;2;22;9;
G70322;Kolsass;1242;982;5;977;293;164;278;83;109;21;4;;6;1;13;5;
G70323;Kolsassberg;670;511;3;508;177;43;194;30;40;7;1;;3;0;8;5;
G70325;Lans;847;667;1;666;199;74;142;87;128;10;5;;6;1;10;4;
G70326;Leutasch;1608;1148;11;1137;444;100;323;74;132;38;4;;3;0;14;5;
G70328;Mieders;1395;1089;5;1084;332;144;323;116;111;20;6;;4;2;20;6;
G70329;Mils;3488;2688;13;2675;776;422;700;297;339;49;12;;14;4;54;8;
G70331;Mutters;1635;1271;6;1265;427;172;282;136;188;22;4;;5;1;24;4;
G70332;Natters;1595;1216;11;1205;352;187;273;130;210;12;7;;9;3;19;3;
G70333;Navis;1635;1264;8;1256;493;130;427;32;108;29;8;;7;0;16;6;
G70334;Neustift im Stubaital;3498;2573;20;2553;979;257;853;113;244;34;8;;11;14;31;9;
G70335;Oberhofen im Inntal;1393;1004;5;999;275;166;310;78;106;21;4;;15;1;18;5;
G70336;Obernberg am Brenner;298;237;1;236;103;16;85;8;14;4;1;;3;0;2;0;
G70337;Oberperfuss;2401;1786;12;1774;572;299;384;172;222;42;10;;13;2;42;16;
G70338;Patsch;857;673;6;667;201;102;151;71;102;18;3;;6;0;10;3;
G70339;Pettnau;843;617;4;613;195;108;162;50;65;15;2;;0;0;11;5;
G70340;Pfaffenhofen;877;616;2;614;119;111;205;61;75;11;6;;7;0;16;3;
G70342;Polling in Tirol;952;726;4;722;210;112;258;35;61;11;5;;3;2;19;6;
G70343;Ranggen;827;633;2;631;212;81;162;66;66;19;8;;2;0;13;2;
G70344;Reith bei Seefeld;942;691;5;686;209;77;161;76;120;13;3;;5;0;18;4;
G70345;Rinn;1430;1123;8;1115;322;141;367;104;132;18;7;;6;0;14;4;
G70346;Rum;6791;4966;26;4940;1100;1187;1357;429;522;89;14;;28;27;156;31;
G70347;St. Sigmund im Sellrain;133;106;0;106;42;16;37;1;6;0;0;;1;0;3;0;
G70348;Scharnitz;845;575;6;569;195;95;172;28;48;11;4;;6;0;7;3;
G70349;Schmirn;703;575;12;563;279;48;163;13;37;8;3;;2;1;8;1;
G70350;Schönberg im Stubaital;718;544;7;537;187;76;141;33;72;11;2;;1;1;13;0;
G70351;Seefeld in Tirol;2045;1401;9;1392;526;148;324;127;203;26;1;;6;0;25;6;
G70352;Sellrain;1073;781;9;772;250;179;238;24;49;17;0;;1;1;10;3;
G70353;Sistrans;1758;1386;13;1373;392;207;252;233;224;19;4;;14;2;22;4;
G70354;Hall in Tirol;9697;6570;40;6530;1428;1434;1593;777;753;136;48;;46;59;223;33;
G70355;Steinach am Brenner;2668;1967;21;1946;561;307;623;123;228;44;8;;8;6;25;13;
G70356;Telfes im Stubai;1220;936;7;929;325;118;262;60;113;19;3;;9;1;16;3;
G70357;Telfs;10921;6818;36;6782;1475;1473;1982;594;763;133;45;;50;50;178;39;
G70358;Thaur;3158;2518;21;2497;746;345;726;200;331;61;12;;19;4;33;20;
G70359;Trins;1081;831;8;823;253;108;256;56;93;18;7;;12;0;14;6;
G70360;Tulfes;1268;991;0;991;342;102;335;68;100;15;3;;9;0;15;2;
G70361;Unterperfuss;190;121;0;121;58;15;31;7;5;2;1;;0;0;2;0;
G70362;Vals;436;371;3;368;164;35;121;17;22;4;1;;0;1;2;1;
G70364;Völs;5243;3873;26;3847;992;847;947;418;408;66;19;;27;14;95;14;
G70365;Volders;3447;2558;14;2544;775;375;871;131;272;34;15;;18;4;38;11;
G70366;Wattenberg;615;488;1;487;148;45;210;20;38;11;3;;1;0;10;1;
G70367;Wattens;5904;4106;19;4087;1047;706;1414;268;428;81;17;;17;8;81;20;
G70368;Wildermieming;756;597;3;594;198;74;148;38;85;25;5;;4;2;13;2;
G70369;Zirl;6050;4562;27;4535;1049;958;1126;461;621;114;19;;39;21;107;20;
G70370;Matrei am Brenner;2762;1977;16;1961;648;343;556;92;170;55;18;;14;2;47;16;
G70399;Wahlkarten - Innsbruck-Land;0;2962;18;2944;672;536;601;395;519;70;19;;25;9;79;19;
G70400;Kitzbühel;45500;34054;192;33862;12738;3979;9582;2292;3419;793;251;;142;22;434;210;
G70401;Aurach bei Kitzbühel;790;570;7;563;256;41;163;31;45;10;5;;3;1;4;4;
G70402;Brixen im Thale;1976;1454;12;1442;581;198;358;86;133;43;11;;3;1;20;8;
G70403;Fieberbrunn;3276;2432;15;2417;871;387;595;217;235;42;12;;11;0;35;12;
G70404;Going am Wilden Kaiser;1294;944;3;941;365;78;309;61;78;25;8;;3;0;9;5;
G70405;Hochfilzen;944;687;7;680;246;127;175;46;53;21;2;;0;1;4;5;
G70406;Hopfgarten im Brixental;4284;3153;13;3140;1368;339;818;195;248;76;17;;10;2;47;20;
G70407;Itter;901;712;2;710;281;73;202;37;68;19;8;;6;0;11;5;
G70408;Jochberg;1136;834;3;831;319;75;301;35;61;19;5;;2;0;7;7;
G70409;Kirchberg in Tirol;3546;2595;11;2584;1029;339;734;132;223;37;24;;9;4;35;18;
G70410;Kirchdorf in Tirol;2905;2041;10;2031;743;215;682;102;178;52;11;;7;0;35;6;
G70411;Kitzbühel;5474;3967;20;3947;1373;421;1145;304;503;84;31;;17;3;44;22;
G70412;Kössen;2995;2094;7;2087;814;164;692;106;190;56;22;;9;0;23;11;
G70413;Oberndorf in Tirol;1676;1263;9;1254;449;173;352;90;110;33;12;;10;0;16;9;
G70414;Reith bei Kitzbühel;1146;888;2;886;411;69;209;69;83;22;6;;10;0;5;2;
G70415;St. Jakob in Haus;579;440;11;429;172;49;84;27;60;22;3;;0;0;8;4;
G70416;St. Johann in Tirol;6533;4633;33;4600;1415;615;1333;405;565;109;31;;18;3;75;31;
G70417;St. Ulrich am Pillersee;1236;935;2;933;371;109;255;54;99;25;4;;2;1;6;7;
G70418;Schwendt;585;459;3;456;183;32;140;28;41;13;2;;2;0;7;8;
G70419;Waidring;1529;1164;4;1160;411;143;365;73;114;21;8;;6;3;11;5;
G70420;Westendorf;2695;1919;11;1908;801;210;492;109;203;35;18;;8;1;22;9;
G70499;Wahlkarten - Kitzbühel;0;870;7;863;279;122;178;85;129;29;11;;6;2;10;12;
G70500;Kufstein;77154;57322;321;57001;17608;7950;18640;3790;5579;1325;381;;261;187;1001;279;
G70501;Alpbach;1934;1523;10;1513;633;92;540;47;122;47;4;;2;2;16;8;
G70502;Angath;735;546;1;545;152;80;201;45;40;8;7;;0;1;11;0;
G70503;Bad Häring;2075;1580;7;1573;400;352;419;138;174;51;5;;6;1;24;3;
G70504;Brandenberg;1184;922;4;918;365;119;296;31;71;22;4;;0;0;7;3;
G70505;Breitenbach am Inn;2661;2076;11;2065;770;229;675;78;174;46;42;;10;6;26;9;
G70506;Brixlegg;2233;1622;6;1616;481;217;539;133;140;33;13;;13;13;30;4;
G70508;Ebbs;4185;3117;8;3109;1015;333;1120;162;308;64;27;;10;6;46;18;
G70509;Ellmau;1837;1333;11;1322;521;97;449;72;110;36;5;;4;0;19;9;
G70510;Erl;1057;806;6;800;313;78;252;45;68;13;6;;11;0;13;1;
G70511;Kirchbichl;4290;3146;14;3132;776;592;1097;194;279;67;28;;14;11;58;16;
G70512;Kramsach;3768;2855;16;2839;693;347;1032;260;323;81;21;;9;6;53;14;
G70513;Kufstein;11847;7914;41;7873;1969;1418;2310;747;882;166;28;;41;57;218;37;
G70514;Kundl;3434;2431;17;2414;673;455;746;143;243;53;21;;8;16;47;9;
G70515;Langkampfen;3045;2278;12;2266;622;310;858;138;198;41;10;;7;8;49;25;
G70516;Mariastein;315;236;2;234;56;19;66;33;35;5;11;;4;0;5;0;
G70517;Münster;2778;2063;10;2053;492;318;785;148;188;49;11;;12;0;41;9;
G70518;Niederndorf;2029;1590;3;1587;530;163;555;102;167;32;4;;6;0;16;12;
G70519;Niederndorferberg;499;388;3;385;145;22;150;19;27;14;2;;0;0;4;2;
G70520;Radfeld;1790;1277;11;1266;340;168;515;54;101;41;3;;7;6;26;5;
G70521;Rattenberg;271;209;0;209;54;30;62;15;20;14;1;;0;0;12;1;
G70522;Reith im Alpbachtal;1993;1521;12;1509;549;130;552;75;127;35;5;;7;5;18;6;
G70523;Rettenschöss;378;294;2;292;130;15;98;11;29;4;0;;2;1;2;0;
G70524;Scheffau am Wilden Kaiser;1080;772;8;764;293;52;245;50;88;17;11;;0;0;6;2;
G70525;Schwoich;1957;1518;14;1504;518;157;508;87;140;34;17;;15;0;19;9;
G70526;Söll;2656;1979;11;1968;892;198;517;88;200;31;7;;11;1;13;10;
G70527;Thiersee;2131;1669;12;1657;710;134;461;83;206;27;15;;9;0;6;6;
G70528;Angerberg;1535;1202;11;1191;373;144;381;84;132;33;21;;5;1;13;4;
G70529;Walchsee;1420;1031;10;1021;381;67;370;51;100;32;3;;5;0;9;3;
G70530;Wildschönau;3244;2461;9;2452;1124;194;698;94;216;63;15;;4;0;29;15;
G70531;Wörgl;8793;5630;29;5601;1304;1237;1820;405;466;120;29;;26;44;123;27;
G70599;Wahlkarten - Kufstein;0;1333;10;1323;334;183;323;158;205;46;5;;13;2;42;12;
G70600;Landeck;33438;24890;165;24725;9987;3210;6479;1243;2430;613;115;;112;54;342;140;
G70601;Faggen;306;221;1;220;90;14;67;14;18;12;1;;1;0;2;1;
G70602;Fendels;215;167;3;164;96;7;36;5;10;3;2;;0;0;2;3;
G70603;Fiss;748;539;1;538;273;27;137;14;56;12;1;;1;2;10;5;
G70604;Fließ;2350;1757;8;1749;650;228;597;73;116;42;6;;12;0;16;9;
G70605;Flirsch;735;562;5;557;191;94;138;30;42;30;9;;5;0;13;5;
G70606;Galtür;608;469;2;467;265;20;100;24;41;9;3;;0;0;2;3;
G70607;Grins;1108;805;2;803;322;116;201;49;76;18;5;;2;0;11;3;
G70608;Ischgl;1239;973;9;964;585;28;208;18;99;14;2;;0;1;3;6;
G70609;Kappl;2063;1605;10;1595;963;69;390;31;101;25;1;;2;0;7;6;
G70610;Kaunerberg;341;253;6;247;118;22;77;6;20;1;1;;1;0;1;0;
G70611;Kaunertal;471;368;4;364;198;27;60;18;44;5;2;;2;0;5;3;
G70612;Kauns;424;273;1;272;128;18;66;16;30;4;0;;5;0;4;1;
G70613;Ladis;412;298;3;295;120;21;82;9;36;18;1;;0;0;6;2;
G70614;Landeck;5425;3553;15;3538;1013;763;906;243;373;84;18;;20;35;66;17;
G70615;Nauders;1086;729;5;724;308;68;218;18;68;27;2;;0;3;7;5;
G70616;Pettneu am Arlberg;1092;795;4;791;327;112;177;53;84;21;3;;1;1;5;7;
G70617;Pfunds;1917;1371;13;1358;464;135;527;42;114;34;6;;4;1;28;3;
G70618;Pians;575;458;1;457;194;68;100;23;44;12;4;;6;0;4;2;
G70619;Prutz;1327;907;9;898;313;118;244;58;101;28;9;;4;3;17;3;
G70620;Ried im Oberinntal;949;627;2;625;245;64;179;28;77;5;7;;1;0;18;1;
